X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
k__Bacteria;p__Planctomycetes,k__Bacteria;p__GOUTA4,0.16041,0.14415117,0.0,0.16041,2.0,-0.12751012
k__Bacteria;p__Planctomycetes,k__Bacteria;p__NKB19,0.16041,0.15981054,0.0,0.16041,2.0,0.024483742
k__Bacteria;p__Planctomycetes,k__Bacteria;p__OD1,0.16041,0.16040818,0.0,0.16041,2.0,0.0013461227
k__Bacteria;p__TM6,k__Bacteria;p__GN04,0.16041,0.09034098,0.0,0.16041,2.0,0.26470554
k__Bacteria;p__Tenericutes,k__Bacteria;p__GAL15,0.16041,0.15712486,0.0,0.16041,2.0,0.057316165
k__Bacteria;p__WS1,k__Bacteria;p__GAL15,0.16041,0.10084762,0.0,0.16041,2.0,-0.24405406
k__Bacteria;p__WS1,k__Bacteria;p__GN04,0.16041,0.050938576,0.0,0.16041,2.0,-0.33086467
k__Bacteria;p__WS1,k__Bacteria;p__Lentisphaerae,0.16041,0.15504873,0.0,0.16041,2.0,-0.07322077
k__Bacteria;p__WS5,k__Bacteria;p__Lentisphaerae,0.16041,0.113984756,0.0,0.16041,2.0,0.21546519
k__Bacteria;p__[Caldithrix],k__Bacteria;p__Planctomycetes,0.16041,0.14007166,0.0,0.16041,2.0,0.14261253
k__Bacteria;p__[Thermi],k__Bacteria;p__Acidobacteria,0.16041,0.15138225,0.0,0.16041,2.0,-0.09501448
k__Bacteria;p__[Thermi],k__Bacteria;p__GN02,0.16041,0.1531766,0.0,0.16041,2.0,0.08504938
k__Bacteria;p__[Thermi],k__Bacteria;p__TM6,0.16041,0.1484901,0.0,0.16041,2.0,-0.109178305
PD_Avg,k__Bacteria;p__GAL15,0.16041,0.12149779,0.0,0.16041,2.0,-0.1972618
OrganicMatter_500,k__Bacteria;p__GAL15,0.16041,-0.073040605,0.0,0.16041,2.0,0.48316726
NO3N_ppm,k__Bacteria;p__GAL15,0.16041,0.14086545,0.0,0.16041,2.0,0.13980184
pH,NH4N.ppm,0.16041,-0.83432126,0.0,0.16041,2.0,0.99736214
SulfateSulfur_ppm,k__Archaea;p__Euryarchaeota,0.16041,0.08320552,0.0,0.16041,2.0,-0.27785695
SulfateSulfur_ppm,k__Bacteria;p__GN02,0.16041,0.15763769,0.0,0.16041,2.0,-0.05265276
SulfateSulfur_ppm,k__Bacteria;p__GOUTA4,0.16041,-0.391428,0.0,0.16041,2.0,0.742858
SulfateSulfur_ppm,k__Bacteria;p__TM6,0.16041,0.15204206,0.0,0.16041,2.0,-0.09147644
SulfateSulfur_ppm,NH4N.ppm,0.16041,0.106430426,0.0,0.16041,2.0,-0.23233505
K_ppm,k__Bacteria;p__Elusimicrobia,0.16041,0.1454508,0.0,0.16041,2.0,-0.12230779
K_ppm,k__Bacteria;p__Firmicutes,0.16041,0.13536993,0.0,0.16041,2.0,-0.15824054
K_ppm,k__Bacteria;p__GOUTA4,0.16041,0.120536596,0.0,0.16041,2.0,0.19968328
K_ppm,k__Bacteria;p__Nitrospirae,0.16041,0.0067523867,0.0,0.16041,2.0,0.39199185
K_ppm,k__Bacteria;p__OctSpA1-106,0.16041,0.138043,0.0,0.16041,2.0,0.14955601
K_ppm,k__Bacteria;p__WS2,0.16041,0.03114143,0.0,0.16041,2.0,0.3595394
K_ppm,k__Bacteria;p__[Caldithrix],0.16041,0.1598259,0.0,0.16041,2.0,0.02416793
K_ppm,Temperature,0.16041,0.041117795,0.0,0.16041,2.0,-0.34538704
Mg_ppm,k__Bacteria;p__Lentisphaerae,0.16041,0.16033278,0.0,0.16041,2.0,-0.008787016
Mg_ppm,k__Bacteria;p__Nitrospirae,0.16041,-0.31193805,0.0,0.16041,2.0,0.6872758
Fe_ppm,k__Bacteria;p__Nitrospirae,0.16041,0.055409342,0.0,0.16041,2.0,0.32403806
Iron_ppm,k__Bacteria;p__[Caldithrix],0.16041,0.13879733,0.0,0.16041,2.0,-0.14701252
k__Bacteria;p__Verrucomicrobia,k__Archaea;p__[Parvarchaeota],0.15817,0.14354602,0.0,0.15817,2.0,-0.12092967
k__Bacteria;p__Verrucomicrobia,k__Bacteria;p__GN02,0.15817,0.10960205,0.0,0.15817,2.0,-0.22038136
k__Bacteria;p__Verrucomicrobia,k__Bacteria;p__GN04,0.15817,0.1505671,0.0,0.15817,2.0,-0.087194584
k__Bacteria;p__Verrucomicrobia,k__Bacteria;p__NKB19,0.15817,0.05366917,0.0,0.15817,2.0,0.32326588
k__Bacteria;p__Verrucomicrobia,k__Bacteria;p__OD1,0.15817,0.12428366,0.0,0.15817,2.0,0.18408243
k__Bacteria;p__Verrucomicrobia,k__Bacteria;p__Tenericutes,0.15817,0.07432734,0.0,0.15817,2.0,0.28955597
k__Bacteria;p__GAL15,k__Archaea;p__[Parvarchaeota],0.15649,0.121484354,0.0,0.15649,2.0,0.18709795
k__Bacteria;p__GAL15,k__Bacteria;p__,0.15649,0.027280003,0.0,0.15649,2.0,0.3594579
k__Bacteria;p__GAL15,k__Bacteria;p__Actinobacteria,0.15649,-0.045424864,0.0,0.15649,2.0,-0.44934937
k__Bacteria;p__GAL15,k__Bacteria;p__Elusimicrobia,0.15649,0.13591322,0.0,0.15649,2.0,0.14344609
k__Bacteria;p__GN04,k__Bacteria;p__GAL15,0.15649,0.003436178,0.0,0.15649,2.0,0.39122093
k__Bacteria;p__GOUTA4,k__Bacteria;p__GAL15,0.15649,-0.3013428,0.0,0.15649,2.0,0.6766334
k__Bacteria;p__Lentisphaerae,k__Archaea;p__Euryarchaeota,0.15649,0.15635325,0.0,0.15649,2.0,-0.011694199
k__Bacteria;p__Lentisphaerae,k__Bacteria;p__,0.15649,0.15388711,0.0,0.15649,2.0,-0.05101852
k__Bacteria;p__Lentisphaerae,k__Bacteria;p__Chlorobi,0.15649,0.14437576,0.0,0.15649,2.0,-0.11006474
k__Bacteria;p__Lentisphaerae,k__Bacteria;p__Cyanobacteria,0.15649,0.07879791,0.0,0.15649,2.0,-0.27873302
k__Bacteria;p__Lentisphaerae,k__Bacteria;p__Elusimicrobia,0.15649,0.13405916,0.0,0.15649,2.0,-0.1497693
k__Bacteria;p__Lentisphaerae,k__Bacteria;p__FBP,0.15649,0.15646192,0.0,0.15649,2.0,-0.005297843
k__Bacteria;p__Lentisphaerae,k__Bacteria;p__Fibrobacteres,0.15649,0.10447945,0.0,0.15649,2.0,-0.22805822
k__Bacteria;p__Lentisphaerae,k__Bacteria;p__Fusobacteria,0.15649,0.1530733,0.0,0.15649,2.0,0.058452573
k__Bacteria;p__NKB19,k__Bacteria;p__GAL15,0.15649,0.12684736,0.0,0.15649,2.0,0.17217037
k__Bacteria;p__Nitrospirae,k__Bacteria;p__GAL15,0.15649,-0.23536262,0.0,0.15649,2.0,0.62598133
k__Bacteria;p__OD1,k__Bacteria;p__GAL15,0.15649,-0.08436933,0.0,0.15649,2.0,0.4907742
k__Bacteria;p__OP11,k__Bacteria;p__Lentisphaerae,0.15649,0.13013697,0.0,0.15649,2.0,-0.16233619
k__Bacteria;p__OctSpA1-106,k__Bacteria;p__GAL15,0.15649,0.13490218,0.0,0.15649,2.0,-0.14692794
k__Bacteria;p__Planctomycetes,k__Bacteria;p__Chlamydiae,0.15649,0.15635668,0.0,0.15649,2.0,-0.011546479
k__Bacteria;p__Planctomycetes,k__Bacteria;p__GN02,0.15649,-0.0051006824,0.0,0.15649,2.0,0.40198344
k__Bacteria;p__Planctomycetes,k__Bacteria;p__Gemmatimonadetes,0.15649,0.15585795,0.0,0.15649,2.0,-0.025140489
k__Bacteria;p__Proteobacteria,k__Bacteria;p__Lentisphaerae,0.15649,0.14800732,0.0,0.15649,2.0,0.092101455
k__Bacteria;p__SBR1093,k__Bacteria;p__Lentisphaerae,0.15649,0.15530553,0.0,0.15649,2.0,0.034416016
k__Bacteria;p__TM7,k__Bacteria;p__Lentisphaerae,0.15649,0.15592182,0.0,0.15649,2.0,0.023836624
k__Bacteria;p__Tenericutes,k__Bacteria;p__Lentisphaerae,0.15649,-0.09392473,0.0,0.15649,2.0,0.50041455
k__Bacteria;p__WS1,k__Bacteria;p__Planctomycetes,0.15649,-0.07609047,0.0,0.15649,2.0,0.48226598
k__Bacteria;p__WS4,k__Bacteria;p__GAL15,0.15649,0.14740524,0.0,0.15649,2.0,-0.095314026
k__Bacteria;p__WS5,k__Bacteria;p__GAL15,0.15649,0.06249106,0.0,0.15649,2.0,0.30659246
k__Bacteria;p__[Thermi],k__Bacteria;p__GAL15,0.15649,-0.2866655,0.0,0.15649,2.0,0.66569924
PD_Avg,k__Bacteria;p__Lentisphaerae,0.15649,0.15081497,0.0,0.15649,2.0,0.07533282
Temperature,k__Bacteria;p__Lentisphaerae,0.15649,0.14986339,0.0,0.15649,2.0,0.08140393
NH4N.ppm,k__Bacteria;p__Lentisphaerae,0.15649,0.10524291,0.0,0.15649,2.0,0.2263782
SulfateSulfur_ppm,k__Bacteria;p__GAL15,0.15649,-0.3344183,0.0,0.15649,2.0,0.7006485
K_ppm,k__Bacteria;p__Planctomycetes,0.15649,0.008303046,0.0,0.15649,2.0,0.38495058
Iron_ppm,k__Bacteria;p__Lentisphaerae,0.15649,0.12541603,0.0,0.15649,2.0,0.17627811
k__Bacteria;p__NKB19,k__Bacteria;Other,0.15499,-0.013125345,0.0,0.15499,2.0,0.4100187
k__Bacteria;p__TM7,k__Bacteria;Other,0.15499,0.109609485,0.0,0.15499,2.0,-0.21302705
k__Bacteria;p__WS3,k__Bacteria;p__Nitrospirae,0.15499,-0.05508934,0.0,0.15499,2.0,0.45834413
PD_Avg,k__Bacteria;p__WS3,0.15499,0.14985923,0.0,0.15499,2.0,0.071629405
Temperature,k__Bacteria;p__WS3,0.15499,0.13226166,0.0,0.15499,2.0,0.15075922
SulfateSulfur_ppm,k__Bacteria;Other,0.15499,0.14845975,0.0,0.15499,2.0,-0.08081001
Iron_ppm,k__Bacteria;Other,0.15499,0.15200521,0.0,0.15499,2.0,0.0546333
k__Bacteria;Other,k__Archaea;p__[Parvarchaeota],0.152,0.14692414,0.0,0.152,2.0,-0.07124508
k__Bacteria;p__GOUTA4,k__Bacteria;Other,0.152,0.08132874,0.0,0.152,2.0,0.26584065
k__Bacteria;p__TM6,k__Bacteria;Other,0.152,0.12968768,0.0,0.152,2.0,-0.14937307
k__Bacteria;p__WS3,k__Archaea;p__Crenarchaeota,0.152,0.110143825,0.0,0.152,2.0,0.2045878
k__Bacteria;p__WS3,k__Bacteria;p__AD3,0.152,0.15062684,0.0,0.152,2.0,0.037056096
k__Bacteria;p__WS3,k__Bacteria;p__Acidobacteria,0.152,0.13129458,0.0,0.152,2.0,-0.14389375
k__Bacteria;p__WS3,k__Bacteria;p__BRC1,0.152,0.049490966,0.0,0.152,2.0,-0.3201703
k__Bacteria;p__WS3,k__Bacteria;p__Proteobacteria,0.152,0.12735626,0.0,0.152,2.0,0.15698324
k__Bacteria;p__WS4,k__Bacteria;Other,0.152,0.15199995,0.0,0.152,2.0,-2.1411234E-4
k__Bacteria;p__WWE1,k__Archaea;p__Crenarchaeota,0.152,0.115000166,0.0,0.152,2.0,-0.1923534
k__Bacteria;p__WWE1,k__Bacteria;p__,0.152,0.12933129,0.0,0.152,2.0,-0.15056132
k__Bacteria;p__WWE1,k__Bacteria;p__Elusimicrobia,0.152,0.09591405,0.0,0.152,2.0,-0.2368247
k__Bacteria;p__WWE1,k__Bacteria;p__GN02,0.152,0.11392221,0.0,0.152,2.0,-0.1951353
k__Bacteria;p__WWE1,k__Bacteria;p__GOUTA4,0.152,0.11527386,0.0,0.152,2.0,-0.19164065
k__Bacteria;p__WWE1,k__Bacteria;p__OP11,0.152,0.037387885,0.0,0.152,2.0,0.3385441
k__Bacteria;p__WWE1,k__Bacteria;p__WPS-2,0.152,0.1320318,0.0,0.152,2.0,0.14130884
Temperature,k__Bacteria;Other,0.152,0.1491312,0.0,0.152,2.0,-0.053561147
NO3N_ppm,k__Bacteria;p__WWE1,0.152,0.10337884,0.0,0.152,2.0,-0.22050205
SulfateSulfur_ppm,k__Bacteria;p__WWE1,0.152,0.14720502,0.0,0.152,2.0,0.06924571
Ca_ppm,k__Bacteria;p__WWE1,0.152,0.12291607,0.0,0.152,2.0,-0.17054008
Fe_ppm,k__Bacteria;p__WWE1,0.152,0.12820911,0.0,0.152,2.0,-0.15424295
k__Bacteria;p__Chlorobi,k__Bacteria;p__,0.14982,0.13188535,0.0,0.14982,2.0,0.13392031
k__Bacteria;p__Fibrobacteres,k__Archaea;p__[Parvarchaeota],0.14982,0.09190153,0.0,0.14982,2.0,0.24066256
k__Bacteria;p__GN04,k__Bacteria;p__BHI80-139,0.14982,-0.09823285,0.0,0.14982,2.0,0.49804905
k__Bacteria;p__NKB19,k__Bacteria;p__Acidobacteria,0.14982,0.14189415,0.0,0.14982,2.0,-0.08902728
k__Bacteria;p__NKB19,k__Bacteria;p__Actinobacteria,0.14982,0.13404275,0.0,0.14982,2.0,-0.12560749
k__Bacteria;p__NKB19,k__Bacteria;p__Armatimonadetes,0.14982,0.12012118,0.0,0.14982,2.0,-0.17233346
k__Bacteria;p__Nitrospirae,k__Archaea;p__Crenarchaeota,0.14982,0.14223331,0.0,0.14982,2.0,-0.0871016
k__Bacteria;p__OD1,k__Bacteria;p__BHI80-139,0.14982,-0.22052145,0.0,0.14982,2.0,0.60855687
k__Bacteria;p__OP11,k__Bacteria;p__Elusimicrobia,0.14982,-0.009469211,0.0,0.14982,2.0,-0.39911053
k__Bacteria;p__OP3,k__Archaea;p__Euryarchaeota,0.14982,0.13141823,0.0,0.14982,2.0,-0.13565315
k__Bacteria;p__OctSpA1-106,k__Bacteria;p__Fusobacteria,0.14982,0.14156874,0.0,0.14982,2.0,-0.090836436
k__Bacteria;p__SC4,k__Bacteria;p__OD1,0.14982,-0.073247656,0.0,0.14982,2.0,0.47230038
k__Bacteria;p__Spirochaetes,k__Bacteria;p__OP3,0.14982,0.11963501,0.0,0.14982,2.0,0.17373829
k__Bacteria;p__TM6,k__Bacteria;p__Nitrospirae,0.14982,0.073268265,0.0,0.14982,2.0,-0.27667984
k__Bacteria;p__TM6,k__Bacteria;p__OP3,0.14982,0.093945116,0.0,0.14982,2.0,-0.2363787
k__Bacteria;p__TM7,k__Bacteria;p__Actinobacteria,0.14982,0.09229307,0.0,0.14982,2.0,0.23984773
k__Bacteria;p__WS1,k__Bacteria;p__BRC1,0.14982,0.14771765,0.0,0.14982,2.0,0.045851275
k__Bacteria;p__WS2,k__Bacteria;p__TM6,0.14982,0.09132392,0.0,0.14982,2.0,-0.24185963
k__Bacteria;p__[Thermi],k__Bacteria;p__,0.14982,0.11651228,0.0,0.14982,2.0,0.18250401
Richness_Avg,k__Bacteria;p__OP3,0.14982,-0.18254063,0.0,0.14982,2.0,0.5765073
Richness_Avg,k__Bacteria;p__SC4,0.14982,-0.3352352,0.0,0.14982,2.0,0.69645905
PD_Avg,k__Bacteria;p__Actinobacteria,0.14982,0.14882734,0.0,0.14982,2.0,0.031506382
PD_Avg,k__Bacteria;p__Bacteroidetes,0.14982,0.14848652,0.0,0.14982,2.0,-0.036516864
PD_Avg,k__Bacteria;p__NKB19,0.14982,0.14821856,0.0,0.14982,2.0,-0.040018085
Temperature,k__Bacteria;p__Actinobacteria,0.14982,0.14220405,0.0,0.14982,2.0,-0.08726942
OrganicMatter_500,k__Bacteria;p__Gemmatimonadetes,0.14982,0.13809636,0.0,0.14982,2.0,0.10827571
OrganicMatter_500,k__Bacteria;p__OD1,0.14982,0.12259553,0.0,0.14982,2.0,0.16499841
NO3N_ppm,k__Bacteria;p__Cyanobacteria,0.14982,0.14979844,0.0,0.14982,2.0,-0.0046436857
NO3N_ppm,k__Bacteria;p__OctSpA1-106,0.14982,0.10178532,0.0,0.14982,2.0,-0.21916817
NH4N.ppm,k__Bacteria;p__Chlamydiae,0.14982,0.03938926,0.0,0.14982,2.0,-0.3323112
NH4N.ppm,NO3N_ppm,0.14982,0.07652146,0.0,0.14982,2.0,0.27073702
pH,k__Bacteria;p__Fusobacteria,0.14982,-0.31030473,0.0,0.14982,2.0,0.67832494
pH,k__Bacteria;p__GN04,0.14982,0.11582799,0.0,0.14982,2.0,-0.18436922
pH,k__Bacteria;p__[Thermi],0.14982,0.1477539,0.0,0.14982,2.0,-0.04545439
SulfateSulfur_ppm,k__Bacteria;p__Proteobacteria,0.14982,0.08270792,0.0,0.14982,2.0,0.25906
SulfateSulfur_ppm,Temperature,0.14982,0.14050107,0.0,0.14982,2.0,0.096534654
SulfateSulfur_ppm,OrganicMatter_500,0.14982,0.025073387,0.0,0.14982,2.0,0.35319486
Ca_ppm,k__Bacteria;p__LD1,0.14982,0.04580251,0.0,0.14982,2.0,0.32251742
Ca_ppm,k__Bacteria;p__WPS-2,0.14982,-0.05493422,0.0,0.14982,2.0,0.45249775
Mg_ppm,k__Bacteria;p__BRC1,0.14982,0.14282846,0.0,0.14982,2.0,0.083615415
Mg_ppm,k__Bacteria;p__GN04,0.14982,-0.085883856,0.0,0.14982,2.0,0.48549342
Mg_ppm,k__Bacteria;p__Spirochaetes,0.14982,0.14947265,0.0,0.14982,2.0,0.018637173
Fe_ppm,k__Bacteria;p__BRC1,0.14982,0.018027276,0.0,0.14982,2.0,0.36303267
Fe_ppm,k__Bacteria;p__GN04,0.14982,0.14920722,0.0,0.14982,2.0,0.024754519
Iron_ppm,k__Bacteria;p__Fibrobacteres,0.14982,0.13210775,0.0,0.14982,2.0,-0.1330874
k__Bacteria;p__Verrucomicrobia,k__Archaea;p__Crenarchaeota,0.1474,0.108891025,0.0,0.1474,2.0,-0.19623704
k__Bacteria;p__Verrucomicrobia,k__Bacteria;p__Cyanobacteria,0.1474,0.13613364,0.0,0.1474,2.0,-0.10614313
k__Bacteria;p__Verrucomicrobia,k__Bacteria;p__Proteobacteria,0.1474,0.14262432,0.0,0.1474,2.0,0.06910631
k__Bacteria;p__WS1,k__Bacteria;p__Verrucomicrobia,0.1474,0.1437209,0.0,0.1474,2.0,-0.060655687
k__Bacteria;p__WS2,k__Archaea;p__[Parvarchaeota],0.1474,0.08092066,0.0,0.1474,2.0,-0.2578359
k__Bacteria;p__WS2,k__Bacteria;p__GN04,0.1474,0.14726895,0.0,0.1474,2.0,-0.011448264
k__Bacteria;p__[Caldithrix],k__Bacteria;p__OP11,0.1474,0.1002777,0.0,0.1474,2.0,-0.21707673
k__Bacteria;p__[Thermi],k__Bacteria;p__Fibrobacteres,0.1474,0.106705725,0.0,0.1474,2.0,-0.20172822
k__Bacteria;p__[Thermi],k__Bacteria;p__TM7,0.1474,0.14478277,0.0,0.1474,2.0,0.051158935
PD_Avg,k__Bacteria;p__[Thermi],0.1474,0.13997786,0.0,0.1474,2.0,-0.08615192
Temperature,k__Bacteria;p__[Thermi],0.1474,0.14737883,0.0,0.1474,2.0,-0.004600901
NH4N.ppm,k__Bacteria;p__GN04,0.1474,0.12009591,0.0,0.1474,2.0,-0.16523951
NH4N.ppm,k__Bacteria;p__WS4,0.1474,0.13238744,0.0,0.1474,2.0,-0.12252577
SulfateSulfur_ppm,k__Bacteria;p__WS2,0.1474,0.08730856,0.0,0.1474,2.0,0.24513556
Ca_ppm,k__Bacteria;p__[Caldithrix],0.1474,0.1473921,0.0,0.1474,2.0,-0.0028141218
Mg_ppm,NH4N.ppm,0.1474,0.1449369,0.0,0.1474,2.0,-0.049629692
k__Bacteria;p__GN04,k__Bacteria;p__FBP,0.14269,0.08287245,0.0,0.14269,2.0,0.24457626
k__Bacteria;p__GOUTA4,k__Bacteria;p__Acidobacteria,0.14269,0.067298524,0.0,0.14269,2.0,-0.27457508
k__Bacteria;p__NC10,k__Bacteria;p__Chloroflexi,0.14269,0.14133109,0.0,0.14269,2.0,0.03686345
k__Bacteria;p__NC10,k__Bacteria;p__Cyanobacteria,0.14269,0.1074578,0.0,0.14269,2.0,-0.18770243
k__Bacteria;p__NKB19,k__Bacteria;p__GN04,0.14269,0.14161068,0.0,0.14269,2.0,-0.032853134
k__Bacteria;p__NKB19,k__Bacteria;p__NC10,0.14269,0.0761343,0.0,0.14269,2.0,-0.25798392
k__Bacteria;p__Nitrospirae,k__Bacteria;p__Acidobacteria,0.14269,0.06012954,0.0,0.14269,2.0,-0.28733337
k__Bacteria;p__Nitrospirae,k__Bacteria;p__Armatimonadetes,0.14269,0.09372532,0.0,0.14269,2.0,0.22127965
k__Bacteria;p__PAUC34f,k__Archaea;p__Crenarchaeota,0.14269,0.05081507,0.0,0.14269,2.0,0.30310878
k__Bacteria;p__PAUC34f,k__Archaea;p__[Parvarchaeota],0.14269,0.13243888,0.0,0.14269,2.0,-0.10124779
k__Bacteria;p__PAUC34f,k__Bacteria;p__,0.14269,0.05349336,0.0,0.14269,2.0,0.29865807
k__Bacteria;p__PAUC34f,k__Bacteria;p__FCPU426,0.14269,0.13646184,0.0,0.14269,2.0,0.07891875
k__Bacteria;p__PAUC34f,k__Bacteria;p__Firmicutes,0.14269,0.14248666,0.0,0.14269,2.0,-0.014259843
k__Bacteria;p__PAUC34f,k__Bacteria;p__OP3,0.14269,-0.18406048,0.0,0.14269,2.0,0.57162094
k__Bacteria;p__Proteobacteria,k__Bacteria;p__GOUTA4,0.14269,0.086143285,0.0,0.14269,2.0,0.23779555
k__Bacteria;p__Proteobacteria,k__Bacteria;p__NC10,0.14269,-0.037273765,0.0,0.14269,2.0,0.42422137
k__Bacteria;p__Proteobacteria,k__Bacteria;p__PAUC34f,0.14269,0.14000411,0.0,0.14269,2.0,-0.051825564
k__Bacteria;p__SC4,k__Bacteria;p__NC10,0.14269,0.11229268,0.0,0.14269,2.0,-0.1743483
k__Bacteria;p__TM6,k__Bacteria;p__GOUTA4,0.14269,0.13397379,0.0,0.14269,2.0,-0.09336067
k__Bacteria;p__WS2,k__Bacteria;p__Acidobacteria,0.14269,0.12844723,0.0,0.14269,2.0,-0.11934305
k__Bacteria;p__WS2,k__Bacteria;p__Fusobacteria,0.14269,0.13198647,0.0,0.14269,2.0,-0.10345786
k__Bacteria;p__WS2,k__Bacteria;p__LD1,0.14269,0.13737316,0.0,0.14269,2.0,0.07291669
k__Bacteria;p__WS2,k__Bacteria;p__OctSpA1-106,0.14269,0.1148384,0.0,0.14269,2.0,-0.166888
k__Bacteria;p__WS2,k__Bacteria;p__Proteobacteria,0.14269,0.12965105,0.0,0.14269,2.0,-0.11418824
k__Bacteria;p__WS2,k__Bacteria;p__WPS-2,0.14269,0.08443536,0.0,0.14269,2.0,-0.24136
k__Bacteria;p__WS2,k__Bacteria;p__WS1,0.14269,0.118510835,0.0,0.14269,2.0,0.15549652
k__Bacteria;p__[Caldithrix],k__Bacteria;p__BHI80-139,0.14269,0.12112431,0.0,0.14269,2.0,0.14685263
k__Bacteria;p__[Caldithrix],k__Bacteria;p__NC10,0.14269,0.09335072,0.0,0.14269,2.0,-0.22212446
k__Bacteria;p__[Thermi],k__Archaea;p__[Parvarchaeota],0.14269,0.13850346,0.0,0.14269,2.0,-0.06470344
k__Bacteria;p__[Thermi],k__Bacteria;p__Chlorobi,0.14269,0.11744403,0.0,0.14269,2.0,-0.15888982
k__Bacteria;p__[Thermi],k__Bacteria;p__Elusimicrobia,0.14269,0.12082878,0.0,0.14269,2.0,-0.14785542
PD_Avg,k__Bacteria;p__[Caldithrix],0.14269,0.13337886,0.0,0.14269,2.0,0.09649422
Temperature,k__Bacteria;p__GOUTA4,0.14269,0.12551461,0.0,0.14269,2.0,0.13105494
Temperature,k__Bacteria;p__WS2,0.14269,0.10123116,0.0,0.14269,2.0,-0.20361446
OrganicMatter_500,k__Bacteria;p__WS2,0.14269,0.04488741,0.0,0.14269,2.0,0.31273407
OrganicMatter_500,k__Bacteria;p__[Thermi],0.14269,0.056841522,0.0,0.14269,2.0,0.29299912
NH4N.ppm,k__Bacteria;p__Fusobacteria,0.14269,-0.34098136,0.0,0.14269,2.0,0.69546485
NH4N.ppm,k__Bacteria;p__LD1,0.14269,0.050369315,0.0,0.14269,2.0,-0.3038432
SulfateSulfur_ppm,k__Bacteria;p__,0.14269,0.06855858,0.0,0.14269,2.0,0.27227086
SulfateSulfur_ppm,k__Bacteria;p__BRC1,0.14269,0.1335149,0.0,0.14269,2.0,-0.09578677
SulfateSulfur_ppm,k__Bacteria;p__OP11,0.14269,0.06396683,0.0,0.14269,2.0,0.2805765
SulfateSulfur_ppm,k__Bacteria;p__TM7,0.14269,0.11791267,0.0,0.14269,2.0,-0.15740816
SulfateSulfur_ppm,PD_Avg,0.14269,0.13726275,0.0,0.14269,2.0,0.07366994
K_ppm,k__Bacteria;p__OP11,0.14269,0.08351103,0.0,0.14269,2.0,-0.24326728
K_ppm,k__Bacteria;p__SC4,0.14269,0.14268431,0.0,0.14269,2.0,-0.0023847078
Ca_ppm,k__Bacteria;p__Nitrospirae,0.14269,0.11555779,0.0,0.14269,2.0,-0.16471858
Fe_ppm,NH4N.ppm,0.14269,0.14267698,0.0,0.14269,2.0,-0.0036093746
k__Bacteria;p__Chlorobi,k__Bacteria;Other,0.13906,0.115598716,0.0,0.13906,2.0,-0.15317078
k__Bacteria;p__Fibrobacteres,k__Bacteria;Other,0.13906,0.10931341,0.0,0.13906,2.0,-0.17247202
k__Bacteria;p__Fusobacteria,k__Bacteria;Other,0.13906,0.08099228,0.0,0.13906,2.0,0.24097246
k__Bacteria;p__GAL15,k__Archaea;p__Crenarchaeota,0.13906,0.042281874,0.0,0.13906,2.0,0.31109184
k__Bacteria;p__GAL15,k__Bacteria;Other,0.13906,0.11222485,0.0,0.13906,2.0,0.1638144
k__Bacteria;p__GAL15,k__Bacteria;p__Bacteroidetes,0.13906,0.12470598,0.0,0.13906,2.0,0.119808294
k__Bacteria;p__GAL15,k__Bacteria;p__Fibrobacteres,0.13906,0.1332691,0.0,0.13906,2.0,-0.076097995
k__Bacteria;p__Lentisphaerae,k__Bacteria;Other,0.13906,0.13904083,0.0,0.13906,2.0,0.0043800296
k__Bacteria;p__Lentisphaerae,k__Bacteria;p__FCPU426,0.13906,-0.04649365,0.0,0.13906,2.0,0.4307594
k__Bacteria;p__Planctomycetes,k__Bacteria;p__GN04,0.13906,0.052701622,0.0,0.13906,2.0,0.29386798
k__Bacteria;p__Proteobacteria,k__Bacteria;p__GAL15,0.13906,0.1301463,0.0,0.13906,2.0,0.09441245
k__Bacteria;p__WWE1,k__Bacteria;p__BRC1,0.13906,0.07208611,0.0,0.13906,2.0,0.25879315
k__Bacteria;p__WWE1,k__Bacteria;p__SC4,0.13906,0.09238966,0.0,0.13906,2.0,0.2160332
NH4N.ppm,k__Bacteria;Other,0.13906,0.1152518,0.0,0.13906,2.0,0.15429908
Ca_ppm,k__Bacteria;p__Lentisphaerae,0.13906,0.12814371,0.0,0.13906,2.0,0.10448104
k__Bacteria;p__[Thermi],k__Bacteria;p__FBP,0.13881,0.13612509,0.0,0.13881,2.0,-0.05181611
k__Bacteria;p__Verrucomicrobia,k__Bacteria;p__,0.13536,0.031117268,0.0,0.13536,2.0,0.32286644
k__Bacteria;p__Verrucomicrobia,k__Bacteria;p__GOUTA4,0.13536,0.1108491,0.0,0.13536,2.0,0.15655959
k__Bacteria;p__WS3,k__Bacteria;p__Verrucomicrobia,0.13536,0.1352518,0.0,0.13536,2.0,-0.010401984
Temperature,k__Bacteria;p__Verrucomicrobia,0.13536,0.10446491,0.0,0.13536,2.0,0.17577
k__Bacteria;p__BHI80-139,k__Bacteria;p__AD3,0.13341,0.13285512,0.0,0.13341,2.0,-0.023556048
k__Bacteria;p__Chloroflexi,k__Bacteria;p__AD3,0.13341,0.12870367,0.0,0.13341,2.0,-0.06860279
