X var	Y var	MIC (strength)	MIC-p^2 (nonlinearity)	MAS (non-monotonicity)	MEV (functionality)	MCN (complexity)	Linear regression (p)	rawp	BH	BY
k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__	k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15	0.58197	-0.35488856	0	0.58197	2	0.9679145	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__	k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__DS-100	0.58197	0.21919638	0	0.58197	2	0.6023069	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__	k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41	0.58197	0.50682473	0	0.58197	2	0.27412638	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__	k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20	0.58197	0.4372601	0	0.58197	2	0.38040754	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__	k__Bacteria;p__Acidobacteria;c__iii1-8;o__SJA-36	0.58197	0.0049597025	0	0.58197	2	0.7596119	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__DRC31	0.58197	0.4791778	0	0.58197	2	0.3206122	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ellin6529;o__	k__Bacteria;p__Acidobacteria;c__BPC102;o__MVS-40	0.58197	0.0665521	0	0.58197	2	0.7179261	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ellin6529;o__	k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__DS-100	0.58197	0.5267521	0	0.58197	2	0.23498476	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ellin6529;o__	k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41	0.58197	0.54358655	0	0.58197	2	0.19591683	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ellin6529;o__	k__Bacteria;p__Actinobacteria;c__OPB41;o__	0.58197	0.56945336	0	0.58197	2	-0.11187781	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ellin6529;o__	k__Bacteria;p__Chloroflexi;Other;Other	0.58197	0.058992922	0	0.58197	2	0.72317153	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales	0.58197	-0.10282475	0	0.58197	2	0.82752323	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	k__Bacteria;p__Acidobacteria;c__BPC102;o__MVS-40	0.58197	0.57589096	0	0.58197	2	-0.077968016	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	k__Bacteria;p__Acidobacteria;c__DA052;o__E29	0.58197	0.5819235	0	0.58197	2	-0.006817586	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725	0.58197	0.12681678	0	0.58197	2	-0.67465043	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__DS-100	0.58197	0.40837997	0	0.58197	2	0.41664132	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__Ellin7246	0.58197	-0.10984677	0	0.58197	2	0.8317552	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20	0.58197	0.46982095	0	0.58197	2	0.33488658	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18	0.58197	0.24582765	0	0.58197	2	0.57977784	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	k__Bacteria;p__Armatimonadetes;c__SJA-176;o__TP122	0.58197	0.5694648	0	0.58197	2	-0.11182645	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	k__Bacteria;p__Bacteroidetes;c__;o__	0.58197	0.5819614	0	0.58197	2	-0.002924766	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales	0.58197	0.5711575	0	0.58197	2	-0.10398308	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales	0.58197	0.5806812	0	0.58197	2	-0.035899695	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	k__Bacteria;p__Chlorobi;c__OPB56;o__	0.58197	0.5697671	0	0.58197	2	-0.11046659	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenscatenales	0.58197	0.5755926	0	0.58197	2	-0.0798587	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__H39	0.58197	0.5740107	0	0.58197	2	-0.089214616	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__	0.58197	-0.1361559	0	0.58197	2	0.8474231	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other	k__Bacteria;p__Acidobacteria;c__AT-s2-57;o__	0.58197	0.19737726	0	0.58197	2	0.6201554	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other	k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;Other	0.58197	0.04543364	0	0.58197	2	0.7324864	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales	0.58197	0.07382637	0	0.58197	2	0.7128419	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other	k__Bacteria;p__Acidobacteria;c__S035;o__	0.58197	0.10740131	0	0.58197	2	0.68888944	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other	k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__Ellin7246	0.58197	0.03227657	0	0.58197	2	0.7414131	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other	k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41	0.58197	0.3775879	0	0.58197	2	0.45208633	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other	k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18	0.58197	0.40803105	0	0.58197	2	0.41705987	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other	k__Bacteria;p__Actinobacteria;c__OPB41;o__	0.58197	0.055806816	0	0.58197	2	0.72537106	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other	k__Bacteria;p__Armatimonadetes;c__SJA-176;o__RB046	0.58197	0.54600763	0	0.58197	2	0.18963748	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other	k__Bacteria;p__Armatimonadetes;c__SJA-176;o__TP122	0.58197	0.5354286	0	0.58197	2	0.2157345	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other	k__Bacteria;p__Chlorobi;c__BSV26;o__PK329	0.58197	0.30788937	0	0.58197	2	0.5235271	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales	0.58197	-0.06939846	0	0.58197	2	0.807074	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__envOPS12	0.58197	-0.15641141	0	0.58197	2	0.8592912	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__pLW-97	0.58197	-0.0021443367	0	0.58197	2	0.7642737	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other	k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	0.58197	0.14467135	0	0.58197	2	0.6612856	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__	k__Bacteria;p__Acidobacteria;c__AT-s2-57;o__	0.58197	0.4986325	0	0.58197	2	-0.28868234	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales	0.58197	0.47598213	0	0.58197	2	-0.32555777	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__	k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725	0.58197	0.32466844	0	0.58197	2	0.507249	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__	k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__Ellin7246	0.58197	0.48763326	0	0.58197	2	-0.30714282	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__	k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18	0.58197	0.48534277	0	0.58197	2	-0.31084916	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__	k__Bacteria;p__Chlorobi;c__BSV26;o__VC38	0.58197	0.5279487	0	0.58197	2	-0.2324248	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__envOPS12	0.58197	0.454623	0	0.58197	2	-0.35685706	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other	0.58197	0.40714103	0	0.58197	2	-0.41812554	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Elev-1554	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__DRC31	0.58197	0.38687968	0	0.58197	2	-0.44169027	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__TK10	k__Bacteria;p__Acidobacteria;c__AT-s2-57;o__	0.58197	0.50487167	0	0.58197	2	-0.2776658	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__TK10	k__Bacteria;p__Acidobacteria;c__OS-K;o__	0.58197	0.4027445	0	0.58197	2	-0.4233503	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__TK10	k__Bacteria;p__Acidobacteria;c__S035;o__	0.58197	0.50313663	0	0.58197	2	-0.2807728	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__TK10	k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18	0.58197	0.5023778	0	0.58197	2	-0.28212085	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__TK10	k__Bacteria;p__Bacteroidetes;c__SM1A07;o__	0.58197	0.37643993	0	0.58197	2	-0.4533542	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__TK10	k__Bacteria;p__Chlorobi;c__BSV26;o__A89	0.58197	0.070527315	0	0.58197	2	0.7151522	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__TK10	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales	0.58197	0.5009515	0	0.58197	2	-0.28463736	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__TK10	k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	0.58197	0.4519842	0	0.58197	2	-0.3605354	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__TK10	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other	0.58197	0.46422523	0	0.58197	2	-0.34313953	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__P2-11E;o__	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales	0.58197	0.3896289	0	0.58197	2	-0.43856707	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__P2-11E;o__	k__Bacteria;p__Acidobacteria;c__S035;o__	0.58197	0.43929178	0	0.58197	2	-0.3777277	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__P2-11E;o__	k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__Ellin7246	0.58197	0.3973739	0	0.58197	2	-0.42964643	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__P2-11E;o__	k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18	0.58197	0.44849283	0	0.58197	2	-0.36534527	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__P2-11E;o__	k__Bacteria;p__Acidobacteria;c__iii1-8;o__SJA-36	0.58197	0.35735738	0	0.58197	2	-0.47393313	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__P2-11E;o__	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales	0.58197	0.4384754	0	0.58197	2	-0.37880677	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__P2-11E;o__	k__Bacteria;p__Bacteroidetes;c__SM1A07;o__	0.58197	0.26650456	0	0.58197	2	-0.5616631	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__P2-11E;o__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SHA-20	0.58197	0.3628146	0	0.58197	2	-0.46814033	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__P2-11E;o__	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__	0.58197	0.44444326	0	0.58197	2	-0.37084594	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__S085;o__	k__Bacteria;p__Acidobacteria;c__AT-s2-57;o__	0.58197	-0.3621434	0	0.58197	2	0.97165495	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__S085;o__	k__Bacteria;p__Acidobacteria;c__S035;o__	0.58197	-0.37980396	0	0.58197	2	0.98070073	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__S085;o__	k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725	0.58197	0.2829352	0	0.58197	2	-0.5468407	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__S085;o__	k__Bacteria;p__Actinobacteria;c__OPB41;o__	0.58197	-0.30882114	0	0.58197	2	0.9438173	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__S085;o__	k__Bacteria;p__Bacteroidetes;c__SM1A07;o__	0.58197	0.035667896	0	0.58197	2	0.7391225	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__S085;o__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales	0.58197	-0.022174418	0	0.58197	2	0.7772673	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__S085;o__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SB-34	0.58197	0.06616634	0	0.58197	2	0.7181947	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__S085;o__	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__	0.58197	-0.24548417	0	0.58197	2	0.9096451	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__S085;o__	k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	0.58197	-0.11654621	0	0.58197	2	0.8357728	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__S085;o__	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__	0.58197	0.46663997	0	0.58197	2	-0.33960274	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__SAR202;o__	k__Archaea;p__Crenarchaeota;c__MCG;o__	0.58197	0.49072006	0	0.58197	2	-0.302076	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__SAR202;o__	k__Bacteria;p__Acidobacteria;c__AT-s2-57;o__	0.58197	0.45336816	0	0.58197	2	0.35861096	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__SAR202;o__	k__Bacteria;p__Acidobacteria;c__DA052;o__E29	0.58197	0.5227508	0	0.58197	2	0.24334995	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__SAR202;o__	k__Bacteria;p__Acidobacteria;c__RB25;o__	0.58197	0.35352585	0	0.58197	2	0.4779583	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__SAR202;o__	k__Bacteria;p__Acidobacteria;c__S035;o__	0.58197	0.43670702	0	0.58197	2	0.3811338	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__SAR202;o__	k__Bacteria;p__Acidobacteria;c__Solibacteres;Other	0.58197	0.42657852	0	0.58197	2	0.39419726	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__SAR202;o__	k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725	0.58197	0.29440975	0	0.58197	2	-0.5362464	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__SAR202;o__	k__Bacteria;p__Acidobacteria;c__iii1-8;o__SJA-36	0.58197	0.28502667	0	0.58197	2	0.54492503	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__SAR202;o__	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__WCHB1-81	0.58197	0.107500255	0	0.58197	2	0.6888176	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__SAR202;o__	k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales	0.58197	0.4666908	0	0.58197	2	0.33952788	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__SAR202;o__	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;Other	0.58197	-0.18773252	0	0.58197	2	0.8773269	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__SAR202;o__	k__Bacteria;p__Bacteroidetes;c__SM1A07;o__	0.58197	0.3390636	0	0.58197	2	0.4928553	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__SAR202;o__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales	0.58197	0.394238	0	0.58197	2	0.43328047	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__SAR202;o__	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__	0.58197	0.2860475	0	0.58197	2	0.5439876	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__SAR202;o__	k__Bacteria;p__Chloroflexi;c__Ellin6529;o__	0.58197	0.55150616	0	0.58197	2	0.17453885	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__SAR202;o__	k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	0.58197	0.44797492	0	0.58197	2	0.36605334	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__SAR202;o__	k__Bacteria;p__Chloroflexi;c__P2-11E;o__	0.58197	0.41666052	0	0.58197	2	-0.40658265	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales	0.58197	-0.14942837	0	0.58197	2	0.8552183	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885	k__Bacteria;p__Acidobacteria;c__S035;o__	0.58197	-0.1343888	0	0.58197	2	0.8463798	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885	k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41	0.58197	0.5232105	0	0.58197	2	0.24240348	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885	k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18	0.58197	0.41456413	0	0.58197	2	0.4091526	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885	k__Bacteria;p__Acidobacteria;c__iii1-8;o__SJA-36	0.58197	0.06524348	0	0.58197	2	0.7188369	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885	k__Bacteria;p__Actinobacteria;c__OPB41;o__	0.58197	-0.037680984	0	0.58197	2	0.7871791	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885	k__Bacteria;p__Bacteroidetes;c__SM1A07;o__	0.58197	0.22662562	0	0.58197	2	0.59610766	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SHA-20	0.58197	-0.15182024	0	0.58197	2	0.85661554	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__	0.58197	-0.3146395	0	0.58197	2	0.94689465	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885	k__Bacteria;p__Chloroflexi;c__Ellin6529;o__	0.58197	0.57637006	0	0.58197	2	-0.0748327	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other	0.58197	-0.06963295	0	0.58197	2	0.80721927	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885	k__Bacteria;p__Chloroflexi;c__P2-11E;o__	0.58197	0.48878476	0	0.58197	2	-0.30526254	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales	0.58197	-0.2371087	0	0.58197	2	0.90502965	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1	k__Bacteria;p__Acidobacteria;c__RB25;o__	0.58197	-0.2648369	0	0.58197	2	0.9202211	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1	k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__DS-100	0.58197	0.24314675	0	0.58197	2	0.58208525	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1	k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20	0.58197	0.47621536	0	0.58197	2	0.32519937	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1	k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18	0.58197	0.23631725	0	0.58197	2	0.5879224	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1	k__Bacteria;p__Acidobacteria;c__iii1-8;o__SJA-36	0.58197	-0.08704531	0	0.58197	2	0.81793356	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1	k__Bacteria;p__Actinobacteria;c__OPB41;o__	0.58197	-0.2225408	0	0.58197	2	0.89694524	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales	0.58197	-0.14428294	0	0.58197	2	0.85220474	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1	k__Bacteria;p__Chlorobi;c__BSV26;o__VC38	0.58197	0.568247	0	0.58197	2	0.1171451	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales	0.58197	-0.1745416	0	0.58197	2	0.8697767	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SHA-20	0.58197	-0.117881835	0	0.58197	2	0.83657146	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__pLW-97	0.58197	0.51792073	0	0.58197	2	0.2530795	0.03571407	0.0381187834151213	0.335615210336909
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1	k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	0.58197	-0.0632813	0	0.58197	2	0.80327535	0.03571407	0.0381187834151213	0.335615210336909
